path,split,domain,class_label,sampler_group
/home/DFDC_dataset/fake/qyyebirxwe.mp4,train,0,1,1
/home/DFDC_dataset/fake/ntjlknlcvn.mp4,val,0,1,1
/home/DFDC_dataset/fake/qivpypiwlp.mp4,train,0,1,1
/home/DFDC_dataset/fake/lpkgabskbw.mp4,train,0,1,1
/home/DFDC_dataset/fake/vctemjbusz.mp4,val,0,1,1
/home/DFDC_dataset/fake/kligjmklcw.mp4,val,0,1,1
/home/DFDC_dataset/fake/jtteetuqtt.mp4,train,0,1,1
/home/DFDC_dataset/fake/bbuebaojot.mp4,val,0,1,1
/home/DFDC_dataset/fake/jsnkotxoua.mp4,train,0,1,1
/home/DFDC_dataset/real/uazbhwyysx.mp4,train,0,0,0
/home/DFDC_dataset/fake/fqhovztzbp.mp4,train,0,1,1
/home/DFDC_dataset/fake/litakpzghb.mp4,train,0,1,1
/home/DFDC_dataset/fake/bkvujfissu.mp4,train,0,1,1
/home/DFDC_dataset/fake/gvleesmgxz.mp4,train,0,1,1
/home/DFDC_dataset/real/fanibwbmoq.mp4,test,0,0,0
/home/DFDC_dataset/fake/gjlrssvqkt.mp4,val,0,1,1
/home/DFDC_dataset/fake/smvyymdsdc.mp4,val,0,1,1
/home/DFDC_dataset/fake/murqgmxknx.mp4,train,0,1,1
/home/DFDC_dataset/fake/vdzlykljaf.mp4,train,0,1,1
/home/DFDC_dataset/fake/sjkfxrlxxs.mp4,train,0,1,1
/home/DFDC_dataset/fake/ytddugrwph.mp4,train,0,1,1
/home/DFDC_dataset/fake/xauhzmhqdk.mp4,train,0,1,1
/home/DFDC_dataset/fake/zsnnktadbl.mp4,train,0,1,1
/home/DFDC_dataset/fake/ukclebahfm.mp4,train,0,1,1
/home/DFDC_dataset/fake/xmgdvugizi.mp4,train,0,1,1
/home/DFDC_dataset/fake/aqtvsxelrj.mp4,train,0,1,1
/home/DFDC_dataset/fake/frcsdlkxws.mp4,train,0,1,1
/home/DFDC_dataset/fake/wkxouifkzc.mp4,test,0,1,1
/home/DFDC_dataset/fake/botswdcyee.mp4,train,0,1,1
/home/DFDC_dataset/fake/ktkjmqrvxt.mp4,train,0,1,1
/home/DFDC_dataset/fake/vbhsyoigsu.mp4,train,0,1,1
/home/DFDC_dataset/fake/yyfdhmrfgg.mp4,train,0,1,1
/home/DFDC_dataset/fake/iygqtvkrwf.mp4,train,0,1,1
/home/DFDC_dataset/fake/lydxafrxsy.mp4,train,0,1,1
/home/DFDC_dataset/fake/unmpiwboha.mp4,train,0,1,1
/home/DFDC_dataset/fake/nlntwnqrzj.mp4,val,0,1,1
/home/DFDC_dataset/fake/mnowxangqx.mp4,train,0,1,1
/home/DFDC_dataset/fake/ihfemhgyyk.mp4,train,0,1,1
/home/DFDC_dataset/real/yiykshcbaz.mp4,train,0,0,0
/home/DFDC_dataset/fake/fuqflmbxwh.mp4,train,0,1,1
/home/DFDC_dataset/fake/jzsdlsaodc.mp4,train,0,1,1
/home/DFDC_dataset/fake/kemtbmrfkf.mp4,val,0,1,1
/home/DFDC_dataset/real/evysmtpnrf.mp4,train,0,0,0
/home/DFDC_dataset/fake/upswpfarqz.mp4,train,0,1,1
/home/DFDC_dataset/fake/hgfcupavaj.mp4,train,0,1,1
/home/DFDC_dataset/fake/xkkdsndlpr.mp4,val,0,1,1
/home/DFDC_dataset/fake/zgjosltkie.mp4,val,0,1,1
/home/DFDC_dataset/fake/xrltimmbyc.mp4,val,0,1,1
/home/DFDC_dataset/fake/todbwfbpxe.mp4,train,0,1,1
/home/DFDC_dataset/fake/qsjiypnjwi.mp4,train,0,1,1
/home/DFDC_dataset/fake/aktnlyqpah.mp4,train,0,1,1
/home/DFDC_dataset/fake/vjujyhfhrz.mp4,val,0,1,1
/home/DFDC_dataset/fake/xaarfgflox.mp4,train,0,1,1
/home/DFDC_dataset/fake/fdyzixbbni.mp4,train,0,1,1
/home/DFDC_dataset/fake/cgigqncgru.mp4,val,0,1,1
/home/DFDC_dataset/fake/hqvkabpedg.mp4,train,0,1,1
/home/DFDC_dataset/fake/xgbrtjtiuy.mp4,train,0,1,1
/home/DFDC_dataset/fake/kdhdcxbeti.mp4,train,0,1,1
/home/DFDC_dataset/fake/akjvglpobj.mp4,val,0,1,1
/home/DFDC_dataset/fake/stgweqepva.mp4,train,0,1,1
/home/DFDC_dataset/fake/rznhsemash.mp4,train,0,1,1
/home/DFDC_dataset/fake/yrcwgrgeoa.mp4,train,0,1,1
/home/DFDC_dataset/fake/fmegtxqovc.mp4,train,0,1,1
/home/DFDC_dataset/fake/atophdvemg.mp4,train,0,1,1
/home/DFDC_dataset/fake/daduxgwpjz.mp4,train,0,1,1
/home/DFDC_dataset/fake/wrmypaurck.mp4,train,0,1,1
/home/DFDC_dataset/fake/aabdnomlru.mp4,train,0,1,1
/home/DFDC_dataset/fake/hhxaxylkgv.mp4,val,0,1,1
/home/DFDC_dataset/fake/esjnbixlal.mp4,train,0,1,1
/home/DFDC_dataset/fake/psjvaeamke.mp4,train,0,1,1
/home/DFDC_dataset/fake/dktpniyvec.mp4,val,0,1,1
/home/DFDC_dataset/fake/wruglpwldh.mp4,train,0,1,1
/home/DFDC_dataset/fake/izqloinjwk.mp4,train,0,1,1
/home/DFDC_dataset/fake/fcbwiaddld.mp4,train,0,1,1
/home/DFDC_dataset/fake/rdvvkfvtnm.mp4,train,0,1,1
/home/DFDC_dataset/fake/doeeuppytb.mp4,test,0,1,1
/home/DFDC_dataset/fake/rllpgflwaq.mp4,train,0,1,1
/home/DFDC_dataset/fake/guclsnyxvq.mp4,train,0,1,1
/home/DFDC_dataset/fake/ucnnsarnao.mp4,train,0,1,1
/home/DFDC_dataset/fake/hbmumtptii.mp4,train,0,1,1
/home/DFDC_dataset/real/ztyvglkcsf.mp4,train,0,0,0
/home/DFDC_dataset/fake/agziimvuqi.mp4,train,0,1,1
/home/DFDC_dataset/fake/mmgvyvdaqt.mp4,train,0,1,1
/home/DFDC_dataset/fake/vyxryahfuw.mp4,train,0,1,1
/home/DFDC_dataset/fake/sljaizccqh.mp4,train,0,1,1
/home/DFDC_dataset/fake/pyriecynrt.mp4,test,0,1,1
/home/DFDC_dataset/fake/anuzdiqqnq.mp4,train,0,1,1
/home/DFDC_dataset/fake/kpvvdydcev.mp4,train,0,1,1
/home/DFDC_dataset/fake/megxyffexb.mp4,test,0,1,1
/home/DFDC_dataset/fake/condbpyazo.mp4,train,0,1,1
/home/DFDC_dataset/fake/cwasnpqxck.mp4,train,0,1,1
/home/DFDC_dataset/fake/uatziuqdfx.mp4,train,0,1,1
/home/DFDC_dataset/fake/ctwqyniuuk.mp4,train,0,1,1
/home/DFDC_dataset/fake/nnkvgtmecd.mp4,val,0,1,1
/home/DFDC_dataset/fake/xdxmcxbyjz.mp4,train,0,1,1
/home/DFDC_dataset/fake/rtmbucxfef.mp4,train,0,1,1
/home/DFDC_dataset/real/fglewmddcn.mp4,train,0,0,0
/home/DFDC_dataset/fake/wywmsnneuv.mp4,test,0,1,1
/home/DFDC_dataset/fake/wydfrjeniu.mp4,train,0,1,1
/home/DFDC_dataset/fake/wjqqxxabcv.mp4,test,0,1,1
/home/DFDC_dataset/fake/weueykzwsc.mp4,train,0,1,1
/home/DFDC_dataset/fake/fckrovmlsc.mp4,train,0,1,1
/home/DFDC_dataset/fake/qltfpcrpbu.mp4,val,0,1,1
/home/DFDC_dataset/fake/mbdljgtilt.mp4,train,0,1,1
/home/DFDC_dataset/fake/pnsdkpufyb.mp4,train,0,1,1
/home/DFDC_dataset/fake/oqejtxqvhp.mp4,val,0,1,1
/home/DFDC_dataset/fake/rlkrteswpq.mp4,train,0,1,1
/home/DFDC_dataset/fake/foaszwqboi.mp4,test,0,1,1
/home/DFDC_dataset/fake/zwlasrtutr.mp4,train,0,1,1
/home/DFDC_dataset/fake/smeubiwvsa.mp4,train,0,1,1
/home/DFDC_dataset/fake/qriicptrta.mp4,train,0,1,1
/home/DFDC_dataset/fake/terlujixxf.mp4,train,0,1,1
/home/DFDC_dataset/fake/zyxrpvarcw.mp4,train,0,1,1
/home/DFDC_dataset/fake/maczkptqhf.mp4,train,0,1,1
/home/DFDC_dataset/fake/kfjalioqsz.mp4,train,0,1,1
/home/DFDC_dataset/fake/nrejgewmad.mp4,train,0,1,1
/home/DFDC_dataset/fake/iczkbkwwuu.mp4,train,0,1,1
/home/DFDC_dataset/fake/sxskbtitzz.mp4,train,0,1,1
/home/DFDC_dataset/fake/gijeixtykp.mp4,train,0,1,1
/home/DFDC_dataset/fake/ivfzsxtezl.mp4,train,0,1,1
/home/DFDC_dataset/real/fhjhvdgmcq.mp4,test,0,0,0
/home/DFDC_dataset/fake/fjckdlvxqn.mp4,train,0,1,1
/home/DFDC_dataset/fake/nyipbqspwl.mp4,val,0,1,1
/home/DFDC_dataset/fake/gkxgqtjokl.mp4,train,0,1,1
/home/DFDC_dataset/fake/hnitnjujrv.mp4,val,0,1,1
/home/DFDC_dataset/fake/kuixweepfb.mp4,train,0,1,1
/home/DFDC_dataset/fake/hkhleykexb.mp4,test,0,1,1
/home/DFDC_dataset/fake/bddbwurxar.mp4,train,0,1,1
/home/DFDC_dataset/fake/iuqjoofoxa.mp4,train,0,1,1
/home/DFDC_dataset/fake/kkgggmtlct.mp4,train,0,1,1
/home/DFDC_dataset/fake/skcamtycoz.mp4,train,0,1,1
/home/DFDC_dataset/fake/hfdlriqcir.mp4,train,0,1,1
/home/DFDC_dataset/fake/vqvkxnleku.mp4,train,0,1,1
/home/DFDC_dataset/fake/tqrlcktjzk.mp4,train,0,1,1
/home/DFDC_dataset/fake/jfbeqfotli.mp4,train,0,1,1
/home/DFDC_dataset/fake/iuztcdgtwf.mp4,train,0,1,1
/home/DFDC_dataset/fake/kycfivhnkr.mp4,train,0,1,1
/home/DFDC_dataset/fake/vimegooaqs.mp4,val,0,1,1
/home/DFDC_dataset/fake/aavyetamvt.mp4,train,0,1,1
/home/DFDC_dataset/fake/lhvjzhjxdp.mp4,train,0,1,1
/home/DFDC_dataset/fake/ivohixhfpe.mp4,train,0,1,1
/home/DFDC_dataset/fake/qjwltbnstb.mp4,train,0,1,1
/home/DFDC_dataset/fake/bmrogzgbqw.mp4,train,0,1,1
/home/DFDC_dataset/fake/pooyjoentg.mp4,train,0,1,1
/home/DFDC_dataset/fake/wnnfxhrkpk.mp4,train,0,1,1
/home/DFDC_dataset/fake/tfpzjsytdd.mp4,train,0,1,1
/home/DFDC_dataset/fake/zxtvtptusl.mp4,train,0,1,1
/home/DFDC_dataset/fake/cvtzzjrlfa.mp4,train,0,1,1
/home/DFDC_dataset/fake/ufehtrprux.mp4,train,0,1,1
/home/DFDC_dataset/fake/xivfssfypr.mp4,val,0,1,1
/home/DFDC_dataset/fake/tdpedccagg.mp4,train,0,1,1
/home/DFDC_dataset/fake/mllzkpgatp.mp4,train,0,1,1
/home/DFDC_dataset/fake/pvtcrpqoet.mp4,train,0,1,1
/home/DFDC_dataset/fake/fhsdyqtcja.mp4,train,0,1,1
/home/DFDC_dataset/fake/unioedzrhy.mp4,train,0,1,1
/home/DFDC_dataset/fake/ljvkpxzwuu.mp4,train,0,1,1
/home/DFDC_dataset/real/loxagpgfei.mp4,train,0,0,0
/home/DFDC_dataset/fake/oooirnmiwe.mp4,train,0,1,1
/home/DFDC_dataset/real/torjqecxjw.mp4,train,0,0,0
/home/DFDC_dataset/fake/olurfjfbcf.mp4,train,0,1,1
/home/DFDC_dataset/fake/iorisovmxr.mp4,train,0,1,1
/home/DFDC_dataset/fake/mymdvihnlj.mp4,train,0,1,1
/home/DFDC_dataset/real/auoervelwm.mp4,train,0,0,0
/home/DFDC_dataset/fake/cnxccbjlct.mp4,val,0,1,1
/home/DFDC_dataset/fake/hxnsftkdkg.mp4,train,0,1,1
/home/DFDC_dataset/fake/eoorgqcdxi.mp4,train,0,1,1
/home/DFDC_dataset/fake/uzhujugirn.mp4,train,0,1,1
/home/DFDC_dataset/fake/bbyosyhxzo.mp4,train,0,1,1
/home/DFDC_dataset/fake/sanfylabug.mp4,test,0,1,1
/home/DFDC_dataset/real/iksxzpqxzi.mp4,val,0,0,0
/home/DFDC_dataset/fake/kdhkpacnfx.mp4,train,0,1,1
/home/DFDC_dataset/fake/dfrkufxfpc.mp4,train,0,1,1
/home/DFDC_dataset/fake/mlznlqmcet.mp4,train,0,1,1
/home/DFDC_dataset/fake/qjrigaoqqi.mp4,train,0,1,1
/home/DFDC_dataset/fake/anlpfbokfn.mp4,test,0,1,1
/home/DFDC_dataset/fake/tdareickov.mp4,train,0,1,1
/home/DFDC_dataset/fake/halvwiltfs.mp4,train,0,1,1
/home/DFDC_dataset/fake/qrizbzenzg.mp4,train,0,1,1
/home/DFDC_dataset/fake/inzwsvpsah.mp4,val,0,1,1
/home/DFDC_dataset/fake/jegqwgnmql.mp4,val,0,1,1
/home/DFDC_dataset/fake/phvpywaday.mp4,train,0,1,1
/home/DFDC_dataset/fake/sgkzajvfmk.mp4,train,0,1,1
/home/DFDC_dataset/fake/tjgqkseyta.mp4,train,0,1,1
/home/DFDC_dataset/fake/otddrufuae.mp4,train,0,1,1
/home/DFDC_dataset/fake/wdvmvtxtea.mp4,train,0,1,1
/home/DFDC_dataset/fake/hxuklgnuhr.mp4,train,0,1,1
/home/DFDC_dataset/fake/bdqshjkpxd.mp4,val,0,1,1
/home/DFDC_dataset/fake/vrfmupvimm.mp4,test,0,1,1
/home/DFDC_dataset/fake/dtsdluvgmg.mp4,train,0,1,1
/home/DFDC_dataset/fake/rgglgyfbfk.mp4,train,0,1,1
/home/DFDC_dataset/fake/iafvtrwdna.mp4,train,0,1,1
/home/DFDC_dataset/fake/fsdspdoysn.mp4,train,0,1,1
/home/DFDC_dataset/fake/uqvxjfpwdo.mp4,train,0,1,1
/home/DFDC_dataset/fake/wkupdirefo.mp4,test,0,1,1
/home/DFDC_dataset/fake/qlbkidgsow.mp4,train,0,1,1
/home/DFDC_dataset/fake/zlqlajyayj.mp4,test,0,1,1
/home/DFDC_dataset/fake/zgxaihofif.mp4,val,0,1,1
/home/DFDC_dataset/fake/mbzgpdvbwo.mp4,train,0,1,1
/home/DFDC_dataset/fake/ogaqkbajxk.mp4,val,0,1,1
/home/DFDC_dataset/real/waucvvmtkq.mp4,train,0,0,0
/home/DFDC_dataset/fake/xouuqyrdyx.mp4,train,0,1,1
/home/DFDC_dataset/fake/pvrbpkrrfk.mp4,train,0,1,1
/home/DFDC_dataset/real/cekarydqba.mp4,train,0,0,0
/home/DFDC_dataset/fake/atcfypvdpu.mp4,train,0,1,1
/home/DFDC_dataset/fake/talvyktmvw.mp4,test,0,1,1
/home/DFDC_dataset/fake/qsmfsqpryo.mp4,train,0,1,1
/home/DFDC_dataset/fake/cwxjlssagj.mp4,train,0,1,1
/home/DFDC_dataset/fake/gzsppugoek.mp4,train,0,1,1
/home/DFDC_dataset/fake/dssvefhjok.mp4,train,0,1,1
/home/DFDC_dataset/fake/wbmkzdqabg.mp4,train,0,1,1
/home/DFDC_dataset/fake/pksjrtzppp.mp4,train,0,1,1
/home/DFDC_dataset/fake/japffgogpn.mp4,train,0,1,1
/home/DFDC_dataset/fake/yvdqvdqcqj.mp4,train,0,1,1
/home/DFDC_dataset/fake/ytycdntzvo.mp4,test,0,1,1
/home/DFDC_dataset/fake/atlndbikhv.mp4,train,0,1,1
/home/DFDC_dataset/fake/khoipuozlx.mp4,train,0,1,1
/home/DFDC_dataset/fake/xmswsrpjcq.mp4,train,0,1,1
/home/DFDC_dataset/fake/wuaoezxmdm.mp4,train,0,1,1
/home/DFDC_dataset/fake/izrevxyfet.mp4,train,0,1,1
/home/DFDC_dataset/fake/mgzctjcgzz.mp4,train,0,1,1
/home/DFDC_dataset/fake/afovojcvgh.mp4,test,0,1,1
/home/DFDC_dataset/fake/dmpmeqiafv.mp4,val,0,1,1
/home/DFDC_dataset/fake/fqsakjdayc.mp4,train,0,1,1
/home/DFDC_dataset/fake/bwressutay.mp4,train,0,1,1
/home/DFDC_dataset/real/lxfrifiujz.mp4,train,0,0,0
/home/DFDC_dataset/fake/narybtqinj.mp4,train,0,1,1
/home/DFDC_dataset/fake/fhcootmxdq.mp4,train,0,1,1
/home/DFDC_dataset/fake/enxrusfqzc.mp4,train,0,1,1
/home/DFDC_dataset/fake/qjmsqyknsd.mp4,train,0,1,1
/home/DFDC_dataset/fake/feurfvmagm.mp4,val,0,1,1
/home/DFDC_dataset/fake/sncbbupkok.mp4,train,0,1,1
